time;a;d;g;r;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
50120;103.069;2.1728351;1.64027;0.5630014;-0.48591;1.01703;0.50744;0.7794;1.28756;-0.52341;-0.20175;0.08929;-0.03175;0.42983
50130;102.926;2.2542751;1.64968;0.5557784;-0.29342;0.87085;0.5954;0.81124;1.7308;-0.27495;-0.2239;-0.10119;-0.52137;0.04605
50140;101.012;2.1413014;1.6363;0.5527105;-0.55629;0.64602;0.75844;0.59489;1.21424;-0.51334;0.00504;0.06187;-0.34346;0.4742
50150;102.537;2.1143508;1.64051;0.5576943;-0.3715;0.83211;0.48506;0.73465;0.90432;-0.14912;-0.25244;0.1382;-0.55345;0.37472
50160;101.645;2.0223033;1.63901;0.5701999;-0.741;0.95252;0.3693;0.48993;0.95083;-0.47718;-0.25503;0.28598;-0.73915;0.11885
50170;103.88;2.0933738;1.64236;0.5583938;-0.8666;0.62735;1.00648;0.43851;1.19048;-0.58167;0.11913;-0.35695;-0.854;0.13077
50180;102.634;2.0772846;1.64021;0.5613115;-0.87983;0.77376;0.77046;0.48746;1.30433;-0.50591;0.0327;0.13524;-0.45401;0.27966
50190;104.666;2.1058071;1.64742;0.5568596;-0.43027;0.69528;0.47967;0.54053;1.37435;-0.65195;-0.15961;0.1355;-0.50262;0.30581
50200;102.813;2.1042447;1.64286;0.5723974;-0.49757;1.3513;0.46036;0.61926;1.12229;-0.58641;-0.45657;0.36223;-0.38814;-0.09692
50210;104.374;2.0266306;1.64405;0.5681093;-0.74588;1.27141;1.23159;0.55425;0.88133;-0.89597;-0.25316;0.26431;-0.34034;0.33919
50220;104.088;2.1296401;1.64231;0.5687209;-0.32515;1.51602;0.74239;0.6382;0.69361;-0.24099;-0.08644;-0.45356;-0.44271;0.30995
50230;104.902;2.1169722;1.64198;0.5748405;-0.27772;1.70883;0.59886;0.37319;0.90622;-0.75154;-0.10146;-0.17828;-0.35013;0.21391
50240;103.136;2.274066;1.6441;0.5552713;0.11901;1.43734;0.78291;0.98765;1.54142;-0.49171;-0.33219;-0.21566;-0.32401;0.15381
50250;103.668;2.2595954;1.65252;0.5624463;0.2563;1.34081;0.28072;0.8861;1.24161;-0.38302;-0.65211;-0.41577;-0.77182;-0.15007
50260;104.19;2.1782002;1.65393;0.5677973;0.3074;1.57827;-0.07271;0.77206;1.17348;-0.62692;-0.31411;-0.08388;-0.5525;-0.3963
50270;103.384;2.1956306;1.65254;0.5752453;0.10602;1.65756;-0.18873;0.81422;1.32527;-0.58973;-0.24778;-0.11724;-0.5292;-0.26071
50280;104.549;2.0336676;1.65151;0.5772713;-0.42055;1.29912;0.22439;0.79668;0.89398;-0.80261;-0.50827;0.39337;-0.82781;-0.05325
50290;106.068;2.1699064;1.65489;0.5704632;-0.11284;1.4056;0.23469;0.85964;1.18509;-0.62637;-0.44036;-0.16127;-0.79352;-0.08895
50300;104.006;2.1483297;1.65182;0.5739747;-0.11448;1.26072;-0.06647;0.97428;1.30637;-0.60926;-0.43559;-0.4757;-0.90367;-0.07011
50310;106.4;2.0794022;1.65117;0.5901738;-0.46066;1.64961;0.05444;0.78327;0.98388;-1.08044;-0.40634;-0.03234;-0.73937;-0.56165
50320;105.183;2.0688114;1.65752;0.5887726;0.01077;1.60956;-0.36201;0.84318;0.92096;-1.03973;-0.62662;0.23241;-0.84728;-0.16361
50330;102.219;2.0198743;1.64566;0.5875574;-0.45625;1.35585;-0.57167;1.02511;1.32749;-1.20795;-0.29888;0.40951;-0.63822;-0.34591
50340;105.026;2.0996671;1.65145;0.5888098;-0.34384;1.48319;-0.36434;1.02381;1.13249;-1.2105;-0.44278;0.09876;-0.82809;-0.52724
50350;102.547;2.0260925;1.63982;0.5774377;-0.76369;0.95528;0.07133;0.80471;1.25731;-0.88625;-0.43767;0.4299;-1.05313;-0.05517
50360;103.462;2.0096664;1.63909;0.5775072;-0.64327;1.12565;0.16096;0.78953;1.12749;-0.99435;-0.27715;0.15627;-0.75134;0.05734
50370;104.677;2.1290023;1.64586;0.5787541;-0.24921;1.50616;-0.17333;1.15386;1.43548;-0.72158;-0.35588;0.16999;-0.54508;-0.08279
50380;104.491;2.1402984;1.64924;0.5811573;-0.2093;1.58733;-0.09039;0.69699;1.45957;-0.69294;-0.32326;0.11182;-0.58434;-0.19415
50390;104.464;2.0962875;1.65289;0.5783845;-0.38279;1.44812;0.29876;0.7066;1.09477;-0.59983;-0.46957;-0.09648;-0.93566;0.01788
50400;103.596;2.0798442;1.65604;0.5775616;0.27644;1.72496;-0.25891;0.98444;0.77871;-0.58694;-0.3939;0.08655;-0.91369;-0.23138
50410;106.526;2.1427824;1.65506;0.5661083;0.063;1.38666;0.26368;0.72027;1.04478;-0.53104;-0.39231;0.09572;-0.8643;0.09278
50420;101.151;2.1798325;1.65063;0.5726251;0.05288;1.65992;0.11442;0.87945;1.23189;-0.44567;-0.25115;-0.1576;-0.75127;-0.06604
50430;99.927;2.1660078;1.64768;0.5810004;-0.07919;1.65422;0.06277;0.63376;1.57643;-0.29595;-0.5353;0.02373;-0.81086;0.03412
50440;103.362;2.0448003;1.6481;0.5898454;-0.24665;1.95084;0.13639;0.4538;0.70827;-0.61929;-0.28501;-0.35308;-0.79934;-0.16047
50450;99.716;2.0906019;1.64537;0.5889075;0.07835;2.20073;-0.1695;0.74457;0.75398;-0.59287;-0.21967;-0.0927;-0.795;-0.44437
50460;101.289;2.1843643;1.64914;0.5877877;-0.07917;1.96752;-0.06249;0.65448;1.27552;-0.4913;-0.35578;-0.10611;-0.68258;-0.28663
50470;103.621;2.1183457;1.65702;0.5855165;-0.33488;1.44887;-0.27989;0.79868;1.42506;-0.57492;-0.3806;-0.02106;-0.82567;-0.42334
50480;102.671;2.0087473;1.64473;0.5839932;-0.31943;1.51455;-0.22512;0.93984;0.65897;-0.70088;-0.3508;0.34918;-0.7533;-0.23547
50490;102.562;2.0828166;1.64883;0.5743257;-0.54688;1.25018;0.14606;0.77837;1.40017;-0.59462;-0.33035;0.22448;-0.60552;0.00472
50500;104.746;2.1873488;1.64927;0.58246;-0.19289;1.54519;0.05555;0.4864;1.58058;-0.55618;-0.66358;-0.14943;-0.874;-0.3573
50510;103.579;2.1508007;1.64351;0.5800919;-0.67528;1.24542;0.19683;0.36262;1.18025;-0.30969;-0.12148;-0.12627;-0.78323;-0.10977
50520;104.309;2.0758157;1.64149;0.6043324;-0.36304;2.02061;-0.53571;0.28592;0.81698;-0.56561;-0.6446;0.05515;-0.38655;-0.4446
50530;104.28;2.0426123;1.64194;0.5933782;-0.50402;1.74527;-0.18436;0.24749;0.74033;-0.33606;-0.27571;0.0179;-0.41423;-0.24359
50540;106.193;2.0603187;1.64244;0.5925279;-0.56434;1.41641;-0.18152;-0.0245;0.77356;-0.63722;-0.24748;-0.04194;-0.80734;-0.26767
50550;103.892;2.0173626;1.63969;0.5849078;-0.75623;1.20661;0.15806;0.42199;1.02737;-0.69726;-0.31487;-0.26331;-0.65116;-0.0976
50560;103.262;2.1017153;1.64358;0.5789778;-0.57871;1.39529;0.55139;0.0975;0.99336;-0.8452;-0.24597;-0.47769;-0.44925;-0.57743
50570;103.87;2.0654933;1.64012;0.5772851;-0.89876;1.20268;0.60187;0.29514;0.75866;-0.27279;-0.29467;-0.50108;-0.55508;-0.34157
50580;104.422;2.0402234;1.6327;0.5786247;-0.77555;1.23843;0.47183;0.29046;0.82173;-0.73461;-0.35307;-0.21759;-0.40943;-0.22754
50590;101.767;2.0720632;1.63405;0.5807961;-1.00381;1.0692;0.4226;0.50432;0.84962;-0.37569;-0.41162;-0.40302;-0.55267;-0.04672
50600;104.634;2.1252418;1.64764;0.5601577;-0.56793;0.79937;0.73781;0.25487;0.84162;0.08445;-0.29221;-0.56527;-0.91854;-0.27141
50610;105.392;2.1666827;1.64324;0.579637;-0.30868;1.47744;0.21069;0.05455;1.14508;-0.23436;-0.5211;-0.18043;-0.52551;-0.43451
50620;104.234;2.0836189;1.64404;0.5617546;-0.67502;0.80822;0.70735;0.38763;0.99674;-0.45483;-0.3153;-0.18764;-0.58749;-0.27617
50630;103.137;2.0426223;1.63341;0.5721147;-0.53585;1.1807;0.54311;0.15416;0.74938;-0.399;-0.13256;-0.48728;-0.58812;-0.01362
50640;104.121;1.9611022;1.63339;0.5829116;-0.96394;1.23199;0.80289;0.17963;0.40918;-0.56565;-0.36311;-0.17608;-0.81692;0.04972
50650;103.176;2.0753472;1.6395;0.5578477;-0.65864;0.80359;0.96057;0.58514;0.69676;-0.76109;-0.16567;-0.37995;-0.48519;-0.18523
50660;108.433;2.0138388;1.63302;0.5670631;-1.06207;0.68384;0.91279;0.37753;0.98369;-0.62364;-0.23896;0.17053;-0.43695;0.08577
50670;104.148;2.0805364;1.63511;0.5598882;-0.88427;0.52442;1.15559;-0.14767;0.94019;-0.52655;-0.01867;-0.55009;-0.76773;0.00424
50680;103.953;2.0479653;1.63297;0.5686766;-1.28602;0.6527;1.40539;0.03599;0.73097;-0.43232;-0.23975;-0.22482;-0.39675;0.11034
50690;104.971;2.00933;1.62989;0.5703515;-1.07956;0.71606;1.27654;-0.22504;0.86898;-0.52921;-0.46033;-0.08455;-0.35427;0.38801
50700;102.323;2.0448737;1.63415;0.5742089;-0.90871;0.89254;0.65287;0.29336;0.83653;-0.45408;-0.39237;-0.37396;-0.49629;0.20055
50710;104.681;2.0869467;1.63717;0.576607;-0.77625;1.18463;0.75337;0.29376;0.69799;-0.54621;-0.26657;-0.73391;-0.34374;0.06646
50720;104.595;2.145462;1.64133;0.5711656;-0.33333;1.55359;0.74394;0.34763;0.63255;-0.13265;-0.13882;-0.5739;-0.36837;-0.12379
50730;102.999;2.1720881;1.64402;0.5659314;-0.20355;1.65616;0.84911;0.17208;0.79403;0.05867;-0.06602;-0.27162;-0.24917;-0.15019
50740;106.39;2.0650125;1.64741;0.5642764;-0.39615;1.06228;0.55886;0.4328;0.77452;-0.44408;-0.43286;0.25736;-0.56133;-0.04665
50750;104.002;2.1225858;1.64243;0.5623312;-0.41312;1.16537;0.7528;0.18532;0.5601;-0.4443;-0.11174;-0.20247;-0.5548;-0.01683
50760;106.396;2.148823;1.64419;0.5571527;-0.33331;0.88173;0.7141;0.15854;0.77603;-0.28868;-0.2739;-0.20769;-0.71524;0.10127
50770;105.397;2.08233;1.63488;0.5681486;-0.84221;0.60228;0.34057;0.10778;1.2659;-0.64218;-0.06998;-0.22226;-0.60636;-0.10037
50780;106.916;2.0184324;1.64146;0.5743433;-0.75986;0.87953;-0.05265;0.30689;0.87415;-0.71701;0.10705;-0.23398;-0.48528;-0.25649
50790;105.954;2.0986409;1.63776;0.5885091;-0.29266;1.82471;0.0378;0.39168;0.69113;-0.54627;-0.5314;-0.16544;-0.22163;-0.36391
50800;104.878;2.0338013;1.63791;0.5848032;-0.67518;1.19;-0.08106;0.34946;0.68328;-0.47136;-0.66308;-0.15095;-0.46649;-0.26854
50810;105.242;2.0526593;1.63799;0.5788874;-0.74868;1.18259;0.3358;0.26119;0.74467;-0.51942;-0.4382;-0.12889;-0.62451;-0.30683
50820;103.979;1.9870389;1.64057;0.576884;-0.53058;1.27903;-0.02267;0.20012;0.84109;-0.7971;-0.14735;0.47982;-0.31042;-0.60408
50830;104.324;2.0896823;1.63598;0.5616703;-0.71284;0.62892;0.3715;0.16665;1.12461;-0.66615;-0.13172;0.04076;-0.32576;-0.28161
50840;105.22;2.0679357;1.63951;0.5783636;-0.67378;1.30468;0.23367;0.42391;0.99893;-0.63047;-0.22447;0.12661;-0.37954;-0.42337
50850;105.249;2.034209;1.63817;0.5756521;-0.61886;1.08701;0.08012;0.3691;0.83828;-0.75029;-0.30645;0.09693;-0.14722;-0.3584
50860;102.852;2.0878282;1.63921;0.5746907;-0.1772;1.53351;0.04563;0.16843;0.84109;-0.55352;-0.09933;-0.14977;-0.2936;-0.49765
50870;105.826;2.0425165;1.63629;0.5722808;-0.24786;1.52438;0.23005;0.20237;0.68373;-0.70225;-0.05572;-0.26654;0.07594;-0.39006
50880;106.535;2.135124;1.64249;0.5699251;-0.38398;1.22633;0.27188;0.22563;1.02838;-0.79201;-0.02336;-0.33123;-0.16621;-0.34132
50890;103.281;2.1127226;1.6466;0.5689903;-0.36252;1.12894;0.24566;0.35353;1.01867;-0.63856;-0.14107;-0.26182;-0.55517;-0.28287
50900;105.803;2.1727624;1.64195;0.5685713;-0.62735;0.86511;0.39114;0.51449;1.25762;-0.62741;-0.372;-0.28739;-0.45281;-0.34967
50910;105.291;2.1422195;1.65061;0.5627605;-0.45389;1.01347;0.78718;0.44099;0.88117;-0.58608;-0.26829;-0.33099;-0.45695;-0.15572
50920;105.164;2.0948424;1.6459;0.5711839;-0.53769;0.91956;0.22696;0.18397;0.79744;-0.40816;-0.36792;-0.22026;-0.37;-0.13185
50930;103.806;2.0576634;1.64066;0.566758;-0.73039;0.82301;0.56874;0.32604;0.82216;-0.37038;-0.07941;-0.15646;-0.34676;0.06962
50940;103.236;2.1134653;1.6395;0.5613518;-0.55254;1.03584;0.89695;0.19376;0.9095;-0.08047;-0.12857;-0.30434;-0.42999;0.04515
50950;103.69;2.1632752;1.64254;0.5781786;-0.48436;1.37715;0.33834;0.3253;1.05316;-0.71803;-0.31972;0.11145;-0.07485;-0.41699
50960;101.698;2.1145022;1.65137;0.5625809;-0.29407;0.74322;-0.09976;0.57641;1.23815;-0.46578;0.05571;-0.31392;-0.36097;-0.49728
50970;102.389;2.1312819;1.64504;0.5863888;-0.3333;1.65027;0.04325;0.13042;0.70487;-0.80746;-0.23135;-0.49879;-0.24903;-0.74452
50980;104.56;2.1152821;1.64629;0.5724983;-0.31024;1.34612;0.39359;0.20796;0.90611;-0.57511;-0.29109;-0.43665;-0.29705;-0.43955
50990;102.421;2.1670611;1.65164;0.5768952;-0.12181;1.48032;0.18346;0.18989;1.04101;-0.69659;-0.0955;-0.8398;-0.21964;-0.75743
51000;104.612;2.0685558;1.64786;0.5833871;-0.50558;1.50645;0.2565;0.34284;0.67291;-0.83913;-0.11549;-0.67229;0.04745;-0.55181
51010;103.251;2.0447264;1.63466;0.5810375;-0.83331;1.40449;0.50038;0.33828;0.89652;-0.78003;-0.15339;-0.30322;0.03884;-0.34025
51020;104.878;2.0261171;1.64387;0.5823248;-0.94358;1.2348;0.4997;0.29938;0.65873;-1.00489;-0.24529;0.13535;-0.08668;-0.70448
51030;105.171;2.0710888;1.6488;0.5638016;-0.63776;0.9486;0.89956;0.61283;0.77018;-0.98197;-0.24224;-0.07107;-0.16216;-0.50065
51040;106.001;2.0831907;1.6491;0.5660452;-0.7735;0.83644;0.93966;0.38791;1.06523;-0.973;-0.25298;-0.09532;-0.35192;-0.43026
51050;104.137;2.1287131;1.66085;0.5756194;-0.37339;1.15063;0.12099;0.75474;0.88123;-0.81906;-0.06925;-0.24949;-0.41267;-0.55814
51060;106.07;2.1400657;1.65461;0.5761544;-0.43782;1.21765;0.34083;0.45407;0.8685;-1.01451;-0.25155;-0.17258;-0.38254;-0.68365
51070;106.961;2.1315479;1.64935;0.5681742;-0.59531;0.84652;0.53432;0.52225;0.82431;-0.65529;-0.30086;-0.31826;-0.65054;-0.42079
51080;106.012;2.082777;1.63766;0.5732926;-1.07694;0.76496;0.75712;0.47505;1.21126;-0.71375;-0.00132;-0.85434;-0.32649;-0.06089
51090;104.943;1.9947029;1.63348;0.576394;-1.25038;0.76914;0.47211;0.29551;0.99286;-0.87586;0.07802;-0.22128;-0.31978;-0.47751
51100;106.122;2.0818081;1.65105;0.5546333;-0.97696;0.23819;0.82283;0.18573;1.41975;-0.86959;0.22522;0.01266;-0.46457;-0.50988
51110;105.984;2.1583507;1.6564;0.5612108;-0.51023;0.57337;0.38631;0.29407;1.39785;-0.88664;-0.1616;-0.44393;-0.33948;-0.33835
51120;103.147;2.0565546;1.64108;0.5734974;-1.26431;0.28374;0.39834;0.20671;1.49226;-0.44456;-0.1255;-0.36094;-0.30079;0.06283
51130;105.47;2.1396098;1.65206;0.5597431;-0.66075;0.17176;0.20191;0.38936;1.66628;-0.39882;-0.14189;0.08854;-0.55139;0.21059
51140;103.987;2.1193092;1.64009;0.5583024;-0.90296;0.35582;0.62122;0.7231;1.19745;-0.27524;-0.13059;-0.2086;-0.3521;0.1395
51150;102.339;2.0989907;1.64033;0.5807515;-0.81374;0.96537;0.0535;0.61699;1.14539;-0.7464;-0.42674;-0.1584;-0.12236;-0.25363
51160;106.835;2.0753274;1.65273;0.5678419;-0.55206;0.49195;-0.4807;0.33225;1.72887;-0.59125;0.16968;0.41636;-0.32023;-0.15011
51170;105.6;2.0418851;1.64499;0.5787374;-0.94776;0.58319;-0.09057;-0.14872;1.7394;-0.95806;0.18111;0.35793;0.05688;-0.06755
51180;104.903;2.0803292;1.64716;0.5791716;-0.91137;0.81324;0.25243;0.03393;1.50067;-0.87251;-0.09408;-0.07202;-0.25511;-0.12808
51190;107.211;2.0764945;1.64202;0.5831806;-1.05224;1.00163;0.28257;0.03564;1.2776;-1.02748;-0.22785;-0.04492;-0.09287;-0.49297
51200;105.735;2.0238128;1.64343;0.5877604;-1.18639;0.79658;-0.0381;0.30923;1.27628;-1.11822;-0.16239;0.05139;-0.13429;-0.53656
51210;103.251;1.9389;1.6453;0.5811934;-1.27923;0.52121;0.24862;0.10712;1.0787;-0.84554;0.08608;-0.02986;-0.37702;-0.10706
51220;105.188;1.9296334;1.64575;0.5744096;-1.63831;-0.15902;0.64782;0.22903;1.20755;-1.20253;0.10694;0.04907;-0.5269;-0.03873
51230;105.354;1.9815128;1.63678;0.5673737;-1.39435;-0.10499;0.55637;0.09973;1.42249;-0.7472;0.01019;0.02929;-0.15364;0.33371
51240;102.884;1.9508497;1.63915;0.5732656;-1.47202;-0.1339;0.14205;0.3762;1.27145;-0.91019;-0.03326;0.28718;-0.49168;-0.01128
51250;105.199;1.9696296;1.6494;0.5738392;-0.99694;0.36677;0.1356;0.41047;1.21284;-1.15958;-0.10442;-0.10803;-0.28139;-0.06256
51260;102.062;2.0477011;1.64319;0.5749854;-1.06995;0.5529;0.30155;0.82916;1.03015;-0.70143;-0.24669;-0.16594;-0.28394;-0.1549
51270;102.937;2.0920806;1.64528;0.5657601;-0.93608;0.35821;0.44298;0.76167;0.9797;-0.67437;-0.1481;-0.27295;-0.11129;0.14432
51280;102.468;2.1194725;1.64378;0.5642465;-0.91141;0.71602;0.81159;0.4724;0.86672;-0.58538;-0.0202;-0.29977;-0.06982;-0.03427
51290;102.702;2.1331656;1.63983;0.5625231;-0.77781;0.55335;0.4351;0.59917;1.31803;-0.53628;-0.11883;-0.20296;-0.29345;0.21471
51300;101.839;2.1575174;1.64398;0.5622082;-0.72818;0.5796;0.5716;0.58788;1.14747;-0.43682;-0.31151;-0.41143;-0.15636;0.13483
51310;99.793;2.0277414;1.64131;0.5622662;-1.01254;0.35906;0.84038;0.41535;0.72087;-0.67149;-0.15379;-0.17393;-0.15516;0.2025
51320;101.84;2.0403829;1.64056;0.5541676;-1.05191;-0.06429;0.82464;0.65142;1.00149;-0.88773;-0.05911;-0.28043;-0.25576;0.37343
51330;102.126;2.0082922;1.64109;0.570286;-1.00537;0.36611;0.63159;0.11449;0.72745;-1.25286;-0.20545;-0.34756;-0.10103;0.22851
51340;100.955;2.0119984;1.6308;0.5716029;-1.10077;0.47448;0.49996;0.27908;1.04926;-0.85627;-0.20318;-0.08204;-0.09777;0.21372
51350;102.473;2.2209611;1.64522;0.5546743;-0.44806;0.65082;0.75121;0.55948;1.3428;-0.35318;-0.29022;-0.5297;-0.05479;0.31291
51360;102.381;2.0499322;1.64034;0.5569392;-1.07398;0.09107;0.85638;0.39257;1.10009;-0.72525;0.00505;-0.42719;-0.17649;0.62034
51370;103.27;2.0712249;1.63867;0.5612049;-0.95579;0.35476;0.71153;0.21869;1.06138;-0.55614;-0.04829;-0.27527;-0.14065;0.48477
51380;103.988;2.084465;1.64506;0.5596038;-0.66386;0.60653;0.81455;0.09033;0.91458;-0.86374;0.01856;-0.47557;-0.13678;0.05951
51390;102.034;2.0556235;1.64938;0.5603579;-1.15504;0.08294;0.56389;0.3326;1.51937;-0.71708;-0.12121;0.03073;-0.10811;0.27635
51400;102.261;2.1915364;1.65065;0.559064;-0.67038;0.27678;0.50453;0.3884;1.49126;-0.78789;-0.32013;-0.29544;-0.20871;0.23535
51410;104.58;2.1258531;1.64355;0.5565155;-0.72732;0.01878;0.23474;0.42033;1.57435;-0.86406;-0.19152;-0.13207;-0.40009;0.25687
51420;104.15;2.0666339;1.64542;0.5584635;-1.05781;-0.1353;0.4122;0.24559;1.43353;-0.86804;-0.06819;-0.23804;-0.28505;0.19119
51430;105.333;2.1099994;1.64128;0.5451503;-0.85028;-0.1832;0.95054;0.19558;1.45656;-0.75559;-0.18043;-0.29716;-0.31926;0.42878
51440;102.821;2.0845976;1.64578;0.5491599;-1.08583;-0.38277;0.94022;-0.07702;1.31423;-0.81388;0.12886;-0.3418;-0.29785;0.44697
51450;102.494;2.0406816;1.63802;0.5573529;-1.38333;-0.24249;0.93369;-0.04616;1.54877;-0.63655;0.17375;0.28464;-0.12379;0.42642
51460;105.62;2.1124411;1.6469;0.5455403;-0.92254;-0.17059;0.89072;0.27609;1.49084;-0.67931;0.10906;-0.05212;-0.17064;0.23758
51470;103.53;2.0878017;1.64383;0.5507901;-0.98231;-0.19311;0.67154;0.28216;1.51491;-0.65715;0.11689;0.08431;-0.14532;0.17321
51480;103.616;2.1453288;1.6464;0.5485564;-0.7974;-0.30153;0.48056;0.34566;1.39098;-0.97545;0.2712;-0.32177;-0.32261;0.17296
51490;104.025;2.2054207;1.65153;0.5568531;-0.63105;0.27881;0.54145;0.3003;1.53613;-0.90705;0.10258;-0.32934;-0.55061;0.00874
51500;102.826;2.0579307;1.64632;0.5652539;-0.61949;0.44311;0.02083;0.2176;1.13743;-0.8921;0.20062;-0.40206;-0.25061;0.29451
51510;105.413;2.2007945;1.65415;0.5488058;-0.62477;0.04501;0.73492;0.66479;1.53894;-0.74891;0.21105;-0.65104;-0.40518;0.39839
51520;103.61;2.2613192;1.64899;0.542425;-0.06814;0.26893;0.55458;0.3047;1.2196;-0.95068;0.32605;-1.13223;-0.29174;0.12113
51530;102.969;2.1175623;1.63431;0.5584329;-0.62403;0.39912;0.28478;0.08823;1.08325;-0.87894;0.41816;-0.77563;-0.25352;0.2106
51540;104.783;2.0989423;1.64058;0.5593908;-0.61804;0.15617;-0.00933;-0.00051;1.14594;-0.99405;0.38795;-0.49683;-0.45609;-0.07599
51550;104.199;2.1297674;1.63793;0.5497217;-0.59988;0.08985;0.10881;0.34951;1.24186;-0.99005;0.64932;-0.4208;-0.20255;-0.08095
51560;102.989;2.1522706;1.64208;0.558961;-0.40918;0.32645;-0.09447;-0.01656;1.18994;-0.88435;0.50101;-0.79029;-0.26905;-0.09949
51570;102.154;2.1525948;1.64204;0.5558265;-0.06081;0.5231;-0.27581;0.1769;1.25616;-0.74692;0.64061;-0.70542;-0.2534;0.0323
51580;102.339;2.0806406;1.64325;0.554175;-0.21003;0.46201;0.28018;-0.0374;0.87895;-0.67892;0.46956;-0.87933;-0.33746;0.25506
51590;101.872;2.0010195;1.63928;0.5667353;-0.86401;0.17168;0.39611;-0.27299;0.41646;-0.78306;0.35666;-0.44176;-0.65072;0.23461
51600;103.196;2.0860672;1.63527;0.5660468;-0.5182;0.52501;-0.04973;-0.16069;0.89898;-1.01756;0.47097;-0.75966;-0.16543;-0.17977
51610;103.644;2.1375124;1.64287;0.5563341;0.13484;0.58513;-0.25948;-0.08061;1.04741;-0.78845;0.70151;-0.68266;-0.15818;0.23077
51620;101.851;2.0736499;1.63606;0.5694959;-0.25209;0.64819;-0.20726;-0.38346;0.76414;-0.78491;0.26021;-0.62155;-0.39895;0.19126
51630;103.712;2.0317323;1.63687;0.5635564;-0.45652;0.55058;0.16873;-0.52395;0.75276;-0.63419;0.67443;-0.58492;-0.28565;0.3027
51640;102.466;2.1276779;1.63464;0.5648938;-0.37755;0.5328;-0.12452;-0.58782;1.13378;-0.48871;0.50813;-0.78642;-0.07951;-0.03927
51650;102.016;2.0927219;1.64084;0.5509073;-0.16922;0.06192;-0.18113;0.0737;1.11182;-0.54597;0.52306;-0.5685;-0.36231;0.14245
51660;103.762;2.0604796;1.6442;0.5687144;-0.23069;0.71484;-0.158;-0.19308;0.83435;-1.16216;0.34516;-0.49539;-0.24506;-0.00838
51670;100.422;2.1148582;1.64379;0.5703622;-0.20571;1.17119;0.33323;-0.12271;0.52566;-0.95784;0.2533;-0.9748;-0.22888;-0.17453
51680;102.559;2.1560225;1.62888;0.5706952;-0.30526;0.88583;0.00698;-0.51133;1.01575;-0.72933;0.63243;-1.27859;0.0644;0.19561
51690;100.991;2.1553566;1.64032;0.5633684;0.13187;1.05142;-0.25731;-0.2767;1.14829;-0.71798;0.70268;-0.88302;0.05488;0.06987
51700;103.087;2.1561255;1.6371;0.5741119;0.15835;1.36185;-0.25226;-0.35506;0.82325;-1.07534;0.80744;-1.08954;0.0442;0.01522
51710;101.941;2.0945265;1.64005;0.5819786;0.12218;1.42273;-0.30718;-0.54387;0.7228;-1.52596;0.55148;-1.00447;0.05299;-0.09825
51720;100.737;2.0941966;1.64152;0.5833977;-0.1466;1.35722;-0.14776;-0.37837;0.72488;-1.54423;0.34412;-0.8915;-0.18608;-0.15006
51730;100.859;2.1279573;1.6382;0.5630109;-0.16275;0.62384;0.0644;-0.35674;1.00387;-1.08695;0.65661;-1.04946;-0.46464;-0.13416
51740;102.224;2.0908911;1.63429;0.5730752;-0.24536;0.96988;-0.01949;-0.45205;0.63719;-1.16431;0.75309;-0.88879;-0.01559;-0.20689
51750;101.751;2.0499449;1.63169;0.5737447;-0.41445;0.85174;0.14432;-0.65619;0.67103;-1.53089;0.50083;-0.85049;0.09324;0.08316
51760;103.992;2.1054709;1.63472;0.5663517;-0.31886;0.7289;0.53213;-0.81189;0.5801;-1.27165;0.6551;-1.05245;-0.23789;0.06154
51770;103.798;2.3013899;1.64489;0.5440956;0.38927;0.62012;0.27462;-0.18894;1.28434;-0.43223;0.56517;-1.32756;-0.19386;0.13255
51780;103.638;2.190486;1.64351;0.5587357;-0.30103;0.49992;0.71245;-0.67278;0.93652;-1.3256;0.47828;-0.91406;-0.25467;0.19467
51790;104.007;2.1660073;1.64708;0.5479914;0.00381;0.16332;0.21241;-0.15679;1.15729;-0.97465;0.52495;-1.01275;-0.57532;0.19376
51800;104.264;2.1719143;1.64363;0.5604854;-0.09798;0.55777;0.36588;-0.24046;0.93195;-1.15007;0.7418;-1.35791;-0.49207;0.15671
51810;103.033;2.1143925;1.64499;0.5654516;-0.14171;0.53946;-0.18599;-0.55929;1.04162;-0.76268;0.7977;-1.21935;-0.48408;0.11089
51820;100.815;2.1681399;1.64477;0.555381;-0.07957;0.41695;0.21144;-0.60013;1.33856;-0.67137;0.54221;-0.95896;-0.25771;0.22735
51830;102.818;2.1845763;1.64192;0.5493894;-0.36809;0.03819;0.59656;-0.20026;0.9855;-0.5661;0.53497;-1.13547;-0.50053;0.18055
51840;101.968;2.0839679;1.63922;0.5457168;-0.67284;-0.36826;0.41313;-0.56783;1.11586;-0.48899;0.64546;-0.38964;-0.53223;0.08172
51850;102.57;2.2084992;1.64607;0.5508444;-0.20444;-0.00925;-0.03643;-0.54708;1.38377;-0.35214;0.54921;-1.00148;-0.58538;0.03418
51860;101.449;2.1418252;1.63394;0.5655021;-0.43371;0.43224;-0.29743;-0.11664;1.04608;-0.75144;0.66037;-0.82153;-0.15385;0.01269
51870;101.457;2.2296755;1.64447;0.5502605;-0.07536;0.41443;0.19196;-0.13844;1.09103;-0.76564;0.62535;-0.61136;-0.1506;-0.10282
